source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,n_sources,n_primary_sources,n_references,references_stripped
P62136,Q05655,PPP1CA,PRKCD,True,False,False,False,False,False,3,DEPOD:11959144;HPRD-phos:11959144;HPRD:11959144,DEPOD;HPRD;HPRD-phos,post_translational,3,3,1,11959144
P62136,Q99259,PPP1CA,GAD1,True,False,False,False,False,False,1,DEPOD:15147202,DEPOD,post_translational,1,1,1,15147202
P62140,P04049,PPP1CB,RAF1,True,False,False,False,False,False,1,DEPOD:7604263,DEPOD,post_translational,1,1,1,7604263
P62140,P06400,PPP1CB,RB1,True,False,False,False,False,False,6,ACSN:10773440;ACSN:8380224;ACSN:9315635;DEPOD:8380224;DEPOD:8380637;HPRD:17274640,ACSN;DEPOD;HPRD,post_translational,3,3,5,10773440;17274640;8380224;8380637;9315635
P62140,P49674,PPP1CB,CSNK1E,True,False,False,False,False,False,1,DEPOD:9430669,DEPOD,post_translational,1,1,1,9430669
P62140,Q9BV73,PPP1CB,CEP250,True,False,False,False,False,False,1,DEPOD:10880350,DEPOD,post_translational,1,1,1,10880350
P62140,P05198,PPP1CB,EIF2S1,True,False,True,True,False,True,4,DEPOD:12941928;DEPOD:21622569;DEPOD:9023344;DEPOD:9694816,DEPOD;KEGG-MEDICUS,post_translational,2,2,4,12941928;21622569;9023344;9694816
P62140,Q05329,PPP1CB,GAD2,True,False,False,False,False,False,1,DEPOD:15147202,DEPOD,post_translational,1,1,1,15147202
P62140,P02686,PPP1CB,MBP,True,False,False,False,False,False,2,DEPOD:16585947;DEPOD:8617739,DEPOD,post_translational,1,1,2,16585947;8617739
P62140,O75376,PPP1CB,NCOR1,True,False,False,False,False,False,1,DEPOD:12410313,DEPOD,post_translational,1,1,1,12410313
P62140,P17252,PPP1CB,PRKCA,True,False,False,False,False,False,2,DEPOD:1575696;DEPOD:9675027,DEPOD,post_translational,1,1,2,1575696;9675027
P62140,Q15139,PPP1CB,PRKD1,True,False,False,False,False,False,1,DEPOD:9507012,DEPOD,post_translational,1,1,1,9507012
P62140,Q15054,PPP1CB,POLD3,True,False,False,False,False,False,1,DEPOD:18826257,DEPOD,post_translational,1,1,1,18826257
P62140,P21817,PPP1CB,RYR1,True,False,False,False,False,False,1,DEPOD:9922179,DEPOD,post_translational,1,1,1,9922179
P62140,Q99835,PPP1CB,SMO,True,False,False,False,False,False,1,DEPOD:21730325,DEPOD,post_translational,1,1,1,21730325
P62140,P16104,PPP1CB,H2AX,True,False,False,False,False,False,1,DEPOD:12926989,DEPOD,post_translational,1,1,1,12926989
P62140,P27708,PPP1CB,CAD,True,False,False,False,False,False,1,DEPOD:4092695,DEPOD,post_translational,1,1,1,4092695
P62140,P10636,PPP1CB,MAPT,True,False,False,False,False,False,1,DEPOD:16262633,DEPOD,post_translational,1,1,1,16262633
P62140,P30307,PPP1CB,CDC25C,True,True,False,True,True,False,2,DEPOD:14592972;DEPOD:16467385,DEPOD;Wang,post_translational,2,2,2,14592972;16467385
P62140,P19429,PPP1CB,TNNI3,True,False,False,False,False,False,1,DEPOD:16585947,DEPOD,post_translational,1,1,1,16585947
P62140,P35236,PPP1CB,PTPN7,True,False,False,False,False,False,1,DEPOD:14613483,DEPOD,post_translational,1,1,1,14613483
P62140,Q05397,PPP1CB,PTK2,True,False,False,False,False,False,5,BioGRID:11513739;DEPOD:11513739;DEPOD:15975092;HPRD:11513739;SPIKE_LC:16189514,BioGRID;DEPOD;HPRD;SPIKE_LC,post_translational,4,3,3,11513739;15975092;16189514
P62140,Q92934,PPP1CB,BAD,True,False,False,False,False,False,1,DEPOD:22820751,DEPOD,post_translational,1,1,1,22820751
P62140,Q13188,PPP1CB,STK3,True,False,False,False,False,False,1,DEPOD:21199877,DEPOD,post_translational,1,1,1,21199877
P62140,Q13043,PPP1CB,STK4,True,False,False,False,False,False,1,DEPOD:21199877,DEPOD,post_translational,1,1,1,21199877
P62140,P45379,PPP1CB,TNNT2,True,False,False,False,False,False,1,DEPOD:16585947,DEPOD,post_translational,1,1,1,16585947
P62140,Q9UQM7,PPP1CB,CAMK2A,True,False,False,False,False,False,1,DEPOD:9109540,DEPOD,post_translational,1,1,1,9109540
P62140,Q13555,PPP1CB,CAMK2G,True,False,False,False,False,False,1,DEPOD:18338982,DEPOD,post_translational,1,1,1,18338982
P62140,O14965,PPP1CB,AURKA,True,False,False,False,False,False,1,DEPOD:11039908,DEPOD,post_translational,1,1,1,11039908
P62140,Q05655,PPP1CB,PRKCD,True,False,False,False,False,False,1,DEPOD:11959144,DEPOD,post_translational,1,1,1,11959144
P62140,Q99259,PPP1CB,GAD1,True,False,False,False,False,False,1,DEPOD:15147202,DEPOD,post_translational,1,1,1,15147202
P36873,P04049,PPP1CC,RAF1,True,False,False,False,False,False,3,DEPOD:7604263;HPRD:12374792;InnateDB:12374792,DEPOD;HPRD;InnateDB,post_translational,3,3,2,12374792;7604263
P36873,P06400,PPP1CC,RB1,True,False,False,False,False,False,6,ACSN:10773440;ACSN:8380224;ACSN:9315635;DEPOD:8380224;DEPOD:8380637;HPRD:17274640,ACSN;DEPOD;HPRD,post_translational,3,3,5,10773440;17274640;8380224;8380637;9315635
P36873,P49674,PPP1CC,CSNK1E,True,False,False,False,False,False,1,DEPOD:9430669,DEPOD,post_translational,1,1,1,9430669
P36873,Q9BV73,PPP1CC,CEP250,True,False,False,False,False,False,1,DEPOD:10880350,DEPOD,post_translational,1,1,1,10880350
P36873,Q05329,PPP1CC,GAD2,True,False,False,False,False,False,1,DEPOD:15147202,DEPOD,post_translational,1,1,1,15147202
P36873,P02686,PPP1CC,MBP,True,False,False,False,False,False,2,DEPOD:16585947;DEPOD:8617739,DEPOD,post_translational,1,1,2,16585947;8617739
P36873,O75376,PPP1CC,NCOR1,True,False,False,False,False,False,1,DEPOD:12410313,DEPOD,post_translational,1,1,1,12410313
P36873,P17252,PPP1CC,PRKCA,True,False,False,False,False,False,3,DEPOD:1575696;DEPOD:8805373;DEPOD:9675027,DEPOD,post_translational,1,1,3,1575696;8805373;9675027
P36873,Q15139,PPP1CC,PRKD1,True,False,False,False,False,False,1,DEPOD:9507012,DEPOD,post_translational,1,1,1,9507012
P36873,Q15054,PPP1CC,POLD3,True,False,False,False,False,False,1,DEPOD:18826257,DEPOD,post_translational,1,1,1,18826257
P36873,P21817,PPP1CC,RYR1,True,False,False,False,False,False,1,DEPOD:9922179,DEPOD,post_translational,1,1,1,9922179
P36873,Q99835,PPP1CC,SMO,True,False,False,False,False,False,1,DEPOD:21730325,DEPOD,post_translational,1,1,1,21730325
P36873,P16104,PPP1CC,H2AX,True,False,False,False,False,False,1,DEPOD:12926989,DEPOD,post_translational,1,1,1,12926989
P36873,P27708,PPP1CC,CAD,True,False,False,False,False,False,1,DEPOD:4092695,DEPOD,post_translational,1,1,1,4092695
P36873,Q13315,PPP1CC,ATM,True,False,False,False,False,False,3,DEPOD:20188555;Lit-BM-17:17274640;SPIKE_LC:17145710,DEPOD;Lit-BM-17;SPIKE_LC,post_translational,3,2,3,17145710;17274640;20188555
P36873,P10636,PPP1CC,MAPT,True,False,False,False,False,False,1,DEPOD:16262633,DEPOD,post_translational,1,1,1,16262633
P36873,P30307,PPP1CC,CDC25C,True,True,False,True,True,False,2,DEPOD:14592972;DEPOD:16467385,DEPOD;Wang,post_translational,2,2,2,14592972;16467385
P36873,P19429,PPP1CC,TNNI3,True,False,False,False,False,False,1,DEPOD:16585947,DEPOD,post_translational,1,1,1,16585947
P36873,P35236,PPP1CC,PTPN7,True,False,False,False,False,False,1,DEPOD:14613483,DEPOD,post_translational,1,1,1,14613483
P36873,Q05397,PPP1CC,PTK2,True,False,False,False,False,False,2,DEPOD:11513739;DEPOD:15975092,DEPOD,post_translational,1,1,2,11513739;15975092
P36873,Q92934,PPP1CC,BAD,True,False,False,False,False,False,1,DEPOD:22820751,DEPOD,post_translational,1,1,1,22820751
P36873,Q13188,PPP1CC,STK3,True,False,False,False,False,False,1,DEPOD:21199877,DEPOD,post_translational,1,1,1,21199877
P36873,Q13043,PPP1CC,STK4,True,False,False,False,False,False,1,DEPOD:21199877,DEPOD,post_translational,1,1,1,21199877
P36873,P45379,PPP1CC,TNNT2,True,False,False,False,False,False,1,DEPOD:16585947,DEPOD,post_translational,1,1,1,16585947
P36873,Q13555,PPP1CC,CAMK2G,True,False,False,False,False,False,1,DEPOD:18338982,DEPOD,post_translational,1,1,1,18338982
P36873,O14965,PPP1CC,AURKA,True,False,False,False,False,False,2,DEPOD:11039908;HPRD:11551964,DEPOD;HPRD,post_translational,2,2,2,11039908;11551964
P36873,P68431,PPP1CC,H3C12,True,False,False,False,False,False,1,DEPOD:21514157,DEPOD,post_translational,1,1,1,21514157
P36873,Q05655,PPP1CC,PRKCD,True,False,False,False,False,False,1,DEPOD:11959144,DEPOD,post_translational,1,1,1,11959144
P36873,Q99259,PPP1CC,GAD1,True,False,False,False,False,False,1,DEPOD:15147202,DEPOD,post_translational,1,1,1,15147202
P67775,Q13873,PPP2CA,BMPR2,True,False,False,False,False,False,1,DEPOD:19339557,DEPOD,post_translational,1,1,1,19339557
P67775,P02489,PPP2CA,CRYAA,True,False,False,False,False,False,1,DEPOD:11295434,DEPOD,post_translational,1,1,1,11295434
P67775,Q13131,PPP2CA,PRKAA1,True,False,False,False,False,False,3,BioGRID:22065577;DEPOD:8652652;KEA:14985505,BioGRID;DEPOD;KEA;Kinexus_KEA,post_translational,4,3,3,14985505;22065577;8652652
P67775,Q07812,PPP2CA,BAX,True,False,False,False,False,False,1,DEPOD:16679323,DEPOD,post_translational,1,1,1,16679323
P67775,Q16566,PPP2CA,CAMK4,True,False,False,False,False,False,1,DEPOD:8530476,DEPOD,post_translational,1,1,1,8530476
P67775,Q14012,PPP2CA,CAMK1,True,False,False,False,False,False,1,DEPOD:1320022,DEPOD,post_translational,1,1,1,1320022
P67775,Q6P2M8,PPP2CA,PNCK,True,False,False,False,False,False,1,DEPOD:1320022,DEPOD,post_translational,1,1,1,1320022
P67775,Q13554,PPP2CA,CAMK2B,True,False,False,False,False,False,1,DEPOD:7798931,DEPOD,post_translational,1,1,1,7798931
P67775,P06493,PPP2CA,CDK1,True,False,False,False,False,False,1,DEPOD:1846321,DEPOD,post_translational,1,1,1,1846321
P67775,Q15078,PPP2CA,CDK5R1,True,False,False,False,False,False,1,DEPOD:21482799,DEPOD,post_translational,1,1,1,21482799
P67775,P50750,PPP2CA,CDK9,True,False,False,False,False,False,1,DEPOD:16048649,DEPOD,post_translational,1,1,1,16048649
P67775,Q13976,PPP2CA,PRKG1,True,False,False,False,False,False,1,DEPOD:10322434,DEPOD,post_translational,1,1,1,10322434
P67775,P49674,PPP2CA,CSNK1E,True,False,False,False,False,False,2,DEPOD:9430669;KEA:10542239,DEPOD;KEA;Kinexus_KEA,post_translational,3,2,2,10542239;9430669
P67775,P16220,PPP2CA,CREB1,True,False,False,False,False,False,2,DEPOD:8065321;DEPOD:8386317,DEPOD,post_translational,1,1,2,8065321;8386317
P67775,Q05329,PPP2CA,GAD2,True,False,False,False,False,False,1,DEPOD:15147202,DEPOD,post_translational,1,1,1,15147202
P67775,P04792,PPP2CA,HSPB1,True,False,False,False,False,False,1,DEPOD:7510704,DEPOD,post_translational,1,1,1,7510704
P67775,O15111,PPP2CA,CHUK,True,False,False,False,False,False,1,DEPOD:9252186,DEPOD,post_translational,1,1,1,9252186
P67775,O14920,PPP2CA,IKBKB,True,False,False,False,False,False,3,DEPOD:19607706;IntAct:16126728;IntAct:16129692,DEPOD;IntAct,post_translational,2,2,3,16126728;16129692;19607706
P67775,P49137,PPP2CA,MAPKAPK2,True,False,False,False,False,False,1,DEPOD:1327754,DEPOD,post_translational,1,1,1,1327754
P67775,P02686,PPP2CA,MBP,True,False,False,False,False,False,3,DEPOD:10866685;DEPOD:16895907;DEPOD:9644267,DEPOD,post_translational,1,1,3,10866685;16895907;9644267
P67775,P12036,PPP2CA,NEFH,True,False,False,False,False,False,1,DEPOD:20031277,DEPOD,post_translational,1,1,1,20031277
P67775,Q15418,PPP2CA,RPS6KA1,True,False,False,False,False,False,1,DEPOD:7623830,DEPOD,post_translational,1,1,1,7623830
P67775,P51812,PPP2CA,RPS6KA3,True,False,False,False,False,False,1,DEPOD:7623830,DEPOD,post_translational,1,1,1,7623830
P67775,P41743,PPP2CA,PRKCI,True,False,True,True,False,True,1,DEPOD:15367694,DEPOD;Wang,post_translational,2,2,1,15367694
P67775,Q15139,PPP2CA,PRKD1,True,False,True,True,False,True,1,DEPOD:9507012,DEPOD;Wang,post_translational,2,2,1,9507012
P67775,P53350,PPP2CA,PLK1,True,False,False,False,False,False,1,DEPOD:9344838,DEPOD,post_translational,1,1,1,9344838
P67775,Q15172,PPP2CA,PPP2R5A,True,False,False,False,False,False,9,DEPOD:10866685;IntAct:7592815;Lit-BM-17:18782753;Lit-BM-17:20220139;Lit-BM-17:26496610;Lit-BM-17:26811472;Lit-BM-17:28330616;Lit-BM-17:7592815;Lit-BM-17:8703017,DEPOD;IntAct;Lit-BM-17;Wang,post_translational,4,4,8,10866685;18782753;20220139;26496610;26811472;28330616;7592815;8703017
P67775,P45985,PPP2CA,MAP2K4,True,False,False,False,False,False,1,DEPOD:10322434,DEPOD,post_translational,1,1,1,10322434
P67775,Q15797,PPP2CA,SMAD1,True,False,False,False,False,False,1,DEPOD:19339557,DEPOD,post_translational,1,1,1,19339557
P67775,Q99835,PPP2CA,SMO,True,False,False,False,False,False,1,DEPOD:21730325,DEPOD,post_translational,1,1,1,21730325
P67775,P08670,PPP2CA,VIM,True,False,False,False,False,False,1,DEPOD:10359611,DEPOD,post_translational,1,1,1,10359611
P67775,P68431,PPP2CA,H3C12,True,False,False,False,False,False,1,DEPOD:15880462,DEPOD,post_translational,1,1,1,15880462
P67775,Q92934,PPP2CA,BAD,True,False,False,False,False,False,2,DEPOD:12944463;DEPOD:22820751,DEPOD,post_translational,1,1,2,12944463;22820751
P67775,P16104,PPP2CA,H2AX,True,False,False,False,False,False,9,ACSN:10921877;ACSN:12370081;ACSN:16310392;ACSN:16885030;ACSN:16916641;ACSN:19890961;ACSN:21159657;ACSN:21376459;DEPOD:16310392,ACSN;DEPOD,post_translational,2,2,8,10921877;12370081;16310392;16885030;16916641;19890961;21159657;21376459
P67775,P27708,PPP2CA,CAD,True,False,False,False,False,False,2,DEPOD:4092695;HPRD:4092695,DEPOD;HPRD,post_translational,2,2,1,4092695
P67775,P42574,PPP2CA,CASP3,True,False,False,False,False,False,2,DEPOD:15569672;InnateDB:15569672,DEPOD;InnateDB,post_translational,2,2,1,15569672
P67775,P10636,PPP2CA,MAPT,True,False,False,False,False,False,9,DEPOD:10464280;DEPOD:12435421;DEPOD:1330687;DEPOD:16262633;DEPOD:8982166;HPRD-phos:12435421;HPRD-phos:1330687;HPRD:12435421;HPRD:1330687,DEPOD;HPRD;HPRD-phos,post_translational,3,3,5,10464280;12435421;1330687;16262633;8982166
P67775,Q9NYA1,PPP2CA,SPHK1,True,False,False,False,False,False,2,DEPOD:18852266;KEA:16522638,DEPOD;KEA;Kinexus_KEA,post_translational,3,2,2,16522638;18852266
P67775,Q6VY07,PPP2CA,PACS1,True,False,False,False,False,False,2,DEPOD:14633983;HPRD:14633983,DEPOD;HPRD,post_translational,2,2,1,14633983
P67775,P08100,PPP2CA,RHO,True,False,False,False,False,False,2,DEPOD:8617805;HPRD:8617805,DEPOD;HPRD,post_translational,2,2,1,8617805
P67775,Q08379,PPP2CA,GOLGA2,True,False,False,False,False,False,2,DEPOD:10769027;HPRD:10769027,DEPOD;HPRD,post_translational,2,2,1,10769027
P67775,P01106,PPP2CA,MYC,True,True,False,True,True,False,7,ACSN:10026142;ACSN:10995457;ACSN:16680151;ACSN:18042541;ACSN:18559511;ACSN:19131971;DEPOD:15048125,ACSN;DEPOD;Wang,post_translational,3,3,7,10026142;10995457;15048125;16680151;18042541;18559511;19131971
P67775,P40189,PPP2CA,IL6ST,True,False,False,False,False,False,1,DEPOD:15786731,DEPOD,post_translational,1,1,1,15786731
P67775,P24941,PPP2CA,CDK2,True,False,False,False,False,False,1,DEPOD:7569954,DEPOD,post_translational,1,1,1,7569954
P67775,Q16539,PPP2CA,MAPK14,True,False,False,False,False,False,3,DEPOD:12297294;DEPOD:12548554;InnateDB:15569672,DEPOD;InnateDB,post_translational,2,2,3,12297294;12548554;15569672
P67775,P17612,PPP2CA,PRKACA,True,False,True,True,False,True,1,DEPOD:8550570,DEPOD,post_translational,1,1,1,8550570
P67775,Q9UQM7,PPP2CA,CAMK2A,True,True,False,True,True,False,2,DEPOD:7798931;DEPOD:9109540,Cui2007;DEPOD;Wang,post_translational,3,3,2,7798931;9109540
P67775,Q13555,PPP2CA,CAMK2G,True,False,False,False,False,False,1,DEPOD:18338982,DEPOD,post_translational,1,1,1,18338982
P67775,Q9UD71,PPP2CA,PPP1R1B,True,False,False,False,False,False,3,DEPOD:10217279;DEPOD:12065642;ProtMapper:21811441,DEPOD;ProtMapper;REACH_ProtMapper,post_translational,3,2,3,10217279;12065642;21811441
P67775,Q99259,PPP2CA,GAD1,True,False,False,False,False,False,2,DEPOD:15147202;HPRD:15147202,DEPOD;HPRD,post_translational,2,2,1,15147202
P62714,Q13873,PPP2CB,BMPR2,True,False,False,False,False,False,1,DEPOD:19339557,DEPOD,post_translational,1,1,1,19339557
P62714,P02489,PPP2CB,CRYAA,True,False,False,False,False,False,1,DEPOD:11295434,DEPOD,post_translational,1,1,1,11295434
P62714,Q13131,PPP2CB,PRKAA1,True,False,False,False,False,False,1,DEPOD:8652652,DEPOD,post_translational,1,1,1,8652652
P62714,O15169,PPP2CB,AXIN1,True,False,False,False,False,False,8,ACSN:10026142;ACSN:10995457;ACSN:16680151;ACSN:18042541;ACSN:18559511;ACSN:19131971;DEPOD:10421629;HPRD:9920888,ACSN;DEPOD;HPRD;Wang,post_translational,4,4,8,10026142;10421629;10995457;16680151;18042541;18559511;19131971;9920888
P62714,Q07812,PPP2CB,BAX,True,False,False,False,False,False,1,DEPOD:16679323,DEPOD,post_translational,1,1,1,16679323
P62714,Q16566,PPP2CB,CAMK4,True,False,False,False,False,False,1,DEPOD:8530476,DEPOD,post_translational,1,1,1,8530476
P62714,Q14012,PPP2CB,CAMK1,True,False,False,False,False,False,1,DEPOD:1320022,DEPOD,post_translational,1,1,1,1320022
P62714,Q6P2M8,PPP2CB,PNCK,True,False,False,False,False,False,1,DEPOD:1320022,DEPOD,post_translational,1,1,1,1320022
P62714,Q13554,PPP2CB,CAMK2B,True,False,False,False,False,False,1,DEPOD:7798931,DEPOD,post_translational,1,1,1,7798931
P62714,P06493,PPP2CB,CDK1,True,False,False,False,False,False,1,DEPOD:1846321,DEPOD,post_translational,1,1,1,1846321
P62714,Q15078,PPP2CB,CDK5R1,True,False,False,False,False,False,1,DEPOD:21482799,DEPOD,post_translational,1,1,1,21482799
P62714,P50750,PPP2CB,CDK9,True,False,False,False,False,False,1,DEPOD:16048649,DEPOD,post_translational,1,1,1,16048649
P62714,Q13976,PPP2CB,PRKG1,True,False,False,False,False,False,1,DEPOD:10322434,DEPOD,post_translational,1,1,1,10322434
P62714,P49674,PPP2CB,CSNK1E,True,False,False,False,False,False,1,DEPOD:9430669,DEPOD,post_translational,1,1,1,9430669
P62714,P16220,PPP2CB,CREB1,True,False,False,False,False,False,2,DEPOD:8065321;DEPOD:8386317,DEPOD,post_translational,1,1,2,8065321;8386317
P62714,Q05329,PPP2CB,GAD2,True,False,False,False,False,False,1,DEPOD:15147202,DEPOD,post_translational,1,1,1,15147202
P62714,P04792,PPP2CB,HSPB1,True,False,False,False,False,False,1,DEPOD:7510704,DEPOD,post_translational,1,1,1,7510704
P62714,O15111,PPP2CB,CHUK,True,False,False,False,False,False,1,DEPOD:9252186,DEPOD,post_translational,1,1,1,9252186
P62714,P45983,PPP2CB,MAPK8,True,False,False,False,False,False,1,DEPOD:10322434,DEPOD,post_translational,1,1,1,10322434
P62714,P49137,PPP2CB,MAPKAPK2,True,False,False,False,False,False,1,DEPOD:1327754,DEPOD,post_translational,1,1,1,1327754
P62714,P02686,PPP2CB,MBP,True,False,False,False,False,False,3,DEPOD:10866685;DEPOD:16895907;DEPOD:9644267,DEPOD,post_translational,1,1,3,10866685;16895907;9644267
P62714,Q02750,PPP2CB,MAP2K1,True,False,False,False,False,False,6,ACSN:10995457;ACSN:16680151;ACSN:18039929;ACSN:18042541;ACSN:18588945;DEPOD:1716348,ACSN;DEPOD,post_translational,2,2,6,10995457;16680151;1716348;18039929;18042541;18588945
P62714,P12036,PPP2CB,NEFH,True,False,False,False,False,False,1,DEPOD:20031277,DEPOD,post_translational,1,1,1,20031277
P62714,P28749,PPP2CB,RBL1,True,False,False,False,False,False,1,DEPOD:18927618,DEPOD,post_translational,1,1,1,18927618
P62714,P56945,PPP2CB,BCAR1,True,False,False,False,False,False,1,DEPOD:11593413,DEPOD,post_translational,1,1,1,11593413
P62714,P23443,PPP2CB,RPS6KB1,True,False,True,True,False,True,3,DEPOD:10200280;DEPOD:11124802;DEPOD:2826472,DEPOD;Wang,post_translational,2,2,3,10200280;11124802;2826472
P62714,Q15418,PPP2CB,RPS6KA1,True,False,False,False,False,False,1,DEPOD:7623830,DEPOD,post_translational,1,1,1,7623830
P62714,P51812,PPP2CB,RPS6KA3,True,False,False,False,False,False,1,DEPOD:7623830,DEPOD,post_translational,1,1,1,7623830
P62714,P49023,PPP2CB,PXN,True,False,False,False,False,False,1,DEPOD:10675325,DEPOD,post_translational,1,1,1,10675325
P62714,P41743,PPP2CB,PRKCI,True,False,True,True,False,True,1,DEPOD:15367694,DEPOD;Wang,post_translational,2,2,1,15367694
P62714,P17252,PPP2CB,PRKCA,True,False,False,False,False,False,1,DEPOD:9675027,DEPOD,post_translational,1,1,1,9675027
P62714,Q15139,PPP2CB,PRKD1,True,False,False,False,False,False,1,DEPOD:9507012,DEPOD,post_translational,1,1,1,9507012
P62714,P53350,PPP2CB,PLK1,True,False,False,False,False,False,1,DEPOD:9344838,DEPOD,post_translational,1,1,1,9344838
P62714,Q15172,PPP2CB,PPP2R5A,True,False,False,False,False,False,1,DEPOD:10866685,DEPOD;Wang,post_translational,2,2,1,10866685
P62714,P04049,PPP2CB,RAF1,True,False,False,False,False,False,7,ACSN:10995457;ACSN:16680151;ACSN:18039929;ACSN:18042541;ACSN:18588945;DEPOD:7604263;KEA:15664191,ACSN;DEPOD;KEA;Kinexus_KEA,post_translational,4,3,7,10995457;15664191;16680151;18039929;18042541;18588945;7604263
P62714,P45985,PPP2CB,MAP2K4,True,False,False,False,False,False,1,DEPOD:10322434,DEPOD,post_translational,1,1,1,10322434
P62714,Q15797,PPP2CB,SMAD1,True,False,False,False,False,False,1,DEPOD:19339557,DEPOD,post_translational,1,1,1,19339557
P62714,P84022,PPP2CB,SMAD3,True,False,False,False,False,False,1,DEPOD:19951945,DEPOD,post_translational,1,1,1,19951945
P62714,Q99835,PPP2CB,SMO,True,False,False,False,False,False,1,DEPOD:21730325,DEPOD,post_translational,1,1,1,21730325
P62714,P12931,PPP2CB,SRC,True,False,False,False,False,False,1,DEPOD:10322434,DEPOD,post_translational,1,1,1,10322434
P62714,P50552,PPP2CB,VASP,True,False,False,False,False,False,1,DEPOD:7656973,DEPOD,post_translational,1,1,1,7656973
P62714,P08670,PPP2CB,VIM,True,False,False,False,False,False,1,DEPOD:10359611,DEPOD,post_translational,1,1,1,10359611
P62714,P68431,PPP2CB,H3C12,True,False,False,False,False,False,1,DEPOD:15880462,DEPOD,post_translational,1,1,1,15880462
P62714,Q92934,PPP2CB,BAD,True,False,False,False,False,False,2,DEPOD:12944463;DEPOD:22820751,DEPOD,post_translational,1,1,2,12944463;22820751
P62714,P16104,PPP2CB,H2AX,True,False,False,False,False,False,9,ACSN:10921877;ACSN:12370081;ACSN:16310392;ACSN:16885030;ACSN:16916641;ACSN:19890961;ACSN:21159657;ACSN:21376459;DEPOD:16310392,ACSN;DEPOD,post_translational,2,2,8,10921877;12370081;16310392;16885030;16916641;19890961;21159657;21376459
P62714,P27708,PPP2CB,CAD,True,False,False,False,False,False,1,DEPOD:4092695,DEPOD,post_translational,1,1,1,4092695
P62714,P42574,PPP2CB,CASP3,True,False,False,False,False,False,1,DEPOD:15569672,DEPOD,post_translational,1,1,1,15569672
P62714,P10636,PPP2CB,MAPT,True,False,False,False,False,False,9,DEPOD:10464280;DEPOD:12435421;DEPOD:1330687;DEPOD:16262633;DEPOD:8982166;HPRD-phos:12435421;HPRD-phos:1330687;HPRD:12435421;HPRD:1330687,DEPOD;HPRD;HPRD-phos,post_translational,3,3,5,10464280;12435421;1330687;16262633;8982166
P62714,Q9NYA1,PPP2CB,SPHK1,True,False,False,False,False,False,1,DEPOD:18852266,DEPOD,post_translational,1,1,1,18852266
P62714,Q6VY07,PPP2CB,PACS1,True,False,False,False,False,False,2,DEPOD:14633983;HPRD:14633983,DEPOD;HPRD,post_translational,2,2,1,14633983
P62714,P08100,PPP2CB,RHO,True,False,False,False,False,False,1,DEPOD:8617805,DEPOD,post_translational,1,1,1,8617805
P62714,Q08379,PPP2CB,GOLGA2,True,False,False,False,False,False,1,DEPOD:10769027,DEPOD,post_translational,1,1,1,10769027
P62714,Q9H0H5,PPP2CB,RACGAP1,True,False,False,False,False,False,1,DEPOD:18201571,DEPOD,post_translational,1,1,1,18201571
P62714,P40189,PPP2CB,IL6ST,True,False,False,False,False,False,1,DEPOD:15786731,DEPOD,post_translational,1,1,1,15786731
P62714,P24941,PPP2CB,CDK2,True,False,False,False,False,False,1,DEPOD:7569954,DEPOD,post_translational,1,1,1,7569954
P62714,Q13188,PPP2CB,STK3,True,False,False,False,False,False,1,DEPOD:21199877,DEPOD,post_translational,1,1,1,21199877
P62714,Q16539,PPP2CB,MAPK14,True,False,False,False,False,False,2,DEPOD:12297294;DEPOD:12548554,DEPOD,post_translational,1,1,2,12297294;12548554
P62714,Q13043,PPP2CB,STK4,True,False,False,False,False,False,1,DEPOD:21199877,DEPOD,post_translational,1,1,1,21199877
P62714,O43318,PPP2CB,MAP3K7,True,False,False,False,False,False,1,DEPOD:17079228,DEPOD,post_translational,1,1,1,17079228
P62714,P17612,PPP2CB,PRKACA,True,False,False,False,False,False,1,DEPOD:8550570,DEPOD,post_translational,1,1,1,8550570
P62714,Q9UQM7,PPP2CB,CAMK2A,True,False,False,False,False,False,2,DEPOD:7798931;DEPOD:9109540,DEPOD,post_translational,1,1,2,7798931;9109540
P62714,Q13555,PPP2CB,CAMK2G,True,False,False,False,False,False,1,DEPOD:18338982,DEPOD,post_translational,1,1,1,18338982
P62714,P13639,PPP2CB,EEF2,True,False,False,False,False,False,3,DEPOD:2176079;DEPOD:2555220;DEPOD:8386634,DEPOD,post_translational,1,1,3,2176079;2555220;8386634
P62714,Q9UD71,PPP2CB,PPP1R1B,True,False,False,False,False,False,2,DEPOD:10217279;DEPOD:12065642,DEPOD,post_translational,1,1,2,10217279;12065642
P62714,P05556,PPP2CB,ITGB1,True,False,False,False,False,False,2,DEPOD:10896784;DEPOD:14660602,DEPOD,post_translational,1,1,2,10896784;14660602
P62714,Q99259,PPP2CB,GAD1,True,False,False,False,False,False,2,DEPOD:15147202;HPRD:15147202,DEPOD;HPRD,post_translational,2,2,1,15147202
Q08209,P02489,PPP3CA,CRYAA,True,False,False,False,False,False,1,DEPOD:2548498,DEPOD,post_translational,1,1,1,2548498
Q08209,P27824,PPP3CA,CANX,True,False,False,False,False,False,1,DEPOD:20700529,DEPOD,post_translational,1,1,1,20700529
